cliente,vendedor,unidade,mes,produto,status,marca,tipo_pagamento,tipo_frete,prazo,valor_total
Dr. Pedro Miguel Santos,Fernanda Guerra,Pinto do Norte,2025-08,Óleo Vegetal Integral 1L,Entregue,BioVida,Prazo,CIF,de 61 à 120,"331,535"
Marina Araújo,Matteo da Cunha,Ribeiro de Ramos,2025-08,Açúcar Refinado 250ml,Entregue,BioVida,Prazo,CIF,de 31 à 60,"253,109"
Ana Júlia Novais,Danilo Santos,Costa Verde,2025-08,Farinha Select 250ml,Entregue,NovaTech,Prazo,CIF,até 30,"3948,493"
Carlos Eduardo das Neves,Caio Lopes,Machado da Prata,2025-07,Herbicida Especial 5L,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"4134,106"
Henry Gabriel Guerra,Ian Cavalcanti,Caldeira da Mata,2025-07,Adubo Fortificado 1kg,Entregue,AgroPlus,Prazo,CIF,de 61 à 120,"41341,064"
Caio Melo,Diogo Borges,Vasconcelos da Praia,2025-08,Milho Tradicional 20kg,Entregue,PrimeFood,Prazo,CIF,mais que 180,"10939,914"
Srta. Carolina Novais,Camila Campos,Câmara de Almeida,2025-08,Óleo Vegetal Natural 25kg,Entregue,EcoLine,Prazo,CIF,mais que 180,"21879,828"
Dr. Renan Ferreira,Brenda Cunha,Alves de Rocha,2025-08,Milho Select 250ml,A Entregar,BlueFarm,Prazo,CIF,de 31 à 60,"524,966"
Benício Melo,João Gomes,Alves,2025-08,Ração Extra 25kg,Entregue,SmartAgro,Pagamento parcelado,CIF,de 61 à 120,"3959,743"
Murilo Moreira,Ana Lima,Pastor do Amparo,2025-08,Semente Premium 500g,Entregue,SkyMarket,Prazo,CIF,mais que 180,"7559,509"
Dr. Gustavo Henrique Dias,Stephany Cassiano,Monteiro da Praia,2025-08,Semente Natural 25kg,A Entregar,PrimeFood,Prazo,CIF,de 31 à 60,"1446,937"
Vinicius Cardoso,Dom Teixeira,Fonseca da Serra,2025-08,Feijão Select 1L,A Entregar,EcoLine,Prazo,CIF,de 31 à 60,"563,588"
João Felipe Brito,Maria Sophia Viana,Pires,2025-08,Adubo Orgânico 25kg,A Entregar,SkyMarket,Prazo,CIF,de 31 à 60,"6274,28"
Leandro Nogueira,Kevin Oliveira,Correia,2025-08,Feijão Extra 5L,Entregue,NovaTech,Prazo,CIF,mais que 180,"22809,637"
Mariana Novais,Dr. Rafael Cassiano,da Mota Verde,2025-08,Soja Refinado 1kg,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"15397,212"
Clarice Rios,Yago Duarte,Garcia,2025-08,Herbicida Integral 10kg,Entregue,NovaTech,Prazo,CIF,mais que 180,"47583,471"
Eloá Aparecida,Theo Ribeiro,Sales do Amparo,2025-08,Suplemento Fortificado 1L,Entregue,EcoLine,Pagamento parcelado,CIF,de 61 à 120,"68958,02"
Daniela Caldeira,Lívia Cavalcante,Costela,2025-08,Adubo Refinado 1L,A Entregar,VittaMais,Crédito Rural,CIF,de 31 à 60,"46655,219"
Dr. Ian Souza,Anthony da Rosa,Ribeiro Alegre,2025-08,Adubo Fortificado 250ml,A Entregar,SkyMarket,Prazo,CIF,de 31 à 60,"262,483"
Leonardo Sousa,Pietra Ribeiro,Albuquerque Alegre,2025-08,Feijão Refinado 1L,A Entregar,VittaMais,Prazo,CIF,de 31 à 60,"93181,446"
Dr. Luiz Gustavo Guerra,Gustavo Henrique Aparecida,da Rocha Paulista,2025-08,Inseticida Tradicional 25kg,A Entregar,VittaMais,Prazo,CIF,mais que 180,"19128,445"
Manuella Farias,Daniel Pacheco,Rios do Oeste,2025-07,Arroz Tradicional 10kg,Entregue,SkyMarket,Crédito Rural,CIF,de 31 à 60,"9104,502"
Laura Duarte,Maria Flor Gonçalves,Camargo de Goiás,2025-08,Produto Orgânico Extra 500g,Entregue,NovaTech,Prazo,CIF,de 31 à 60,"7649,503"
Dra. Alícia Ribeiro,Júlia Carvalho,Dias do Galho,2025-09,Inseticida Especial 20kg,A Entregar,SmartAgro,Prazo,CIF,de 31 à 60,"11436,757"
Maria Clara da Mata,Sr. Luan Cavalcante,Silveira Grande,2025-09,Milho Tradicional 500g,A Entregar,EcoLine,Prazo,FOB,até 30,"3599,766"
Levi Farias,Dr. Igor da Rosa,Fonseca,2025-08,Milho Select 250ml,Entregue,SkyMarket,Pagamento à vista,CIF,até 30,"12402,319"
Theodoro Fogaça,Melissa Sá,Novais,2025-08,Óleo Vegetal Tradicional 500g,A Entregar,VittaMais,Prazo,CIF,mais que 180,"19128,445"
Paulo da Paz,Maria Vitória Câmara,Campos do Oeste,2025-08,Ração Natural 250ml,Entregue,SkyMarket,Prazo,CIF,mais que 180,"81533,765"
Alice Mendes,Miguel Teixeira,Barros da Praia,2025-08,Semente Refinado 5L,Entregue,VittaMais,Pagamento parcelado,CIF,mais que 180,"5544,765"
Oliver Cavalcante,Sr. Igor Correia,Souza do Amparo,2025-08,Feijão Integral 1L,A Entregar,NovaTech,Prazo,CIF,mais que 180,"22506,975"
Lavínia Pires,Anthony Gabriel Castro,Oliveira de Minas,2025-09,Semente Orgânico 5L,A Entregar,SkyMarket,Prazo,CIF,mais que 180,"10673,207"
Maria Vitória Vieira,Mirella Porto,Correia,2025-08,Açúcar Orgânico 20kg,A Entregar,AgroPlus,Prazo,CIF,mais que 180,"22506,975"
Thomas Moreira,Antony Sá,Lopes,2025-08,Arroz Fortificado 20kg,A Entregar,EcoLine,Crédito Rural,CIF,de 31 à 60,"4613,607"
Lucas Lima,Alexia Gonçalves,Abreu,2025-08,Farinha Natural 25kg,Entregue,NovaTech,Prazo,CIF,até 30,"974,937"
Vitor Gabriel Garcia,Vicente Pacheco,Santos,2025-08,Feijão Select 5L,Entregue,SkyMarket,Prazo,CIF,de 31 à 60,"2024,868"
Dr. Marcos Vinicius Sousa,José Pedro da Luz,Novais Alegre,2025-09,Arroz Extra 10kg,A Entregar,PrimeFood,Prazo,CIF,mais que 180,"5602,136"
Francisco Rios,João Miguel Cardoso,Borges,2025-08,Semente Natural 5L,Entregue,PrimeFood,Pagamento parcelado,CIF,de 61 à 120,"1465,217"
Antonella Cassiano,João Miguel Casa Grande,Oliveira,2025-08,Herbicida Natural 20kg,Entregue,AgroPlus,Pagamento parcelado,CIF,de 61 à 120,"24345,293"
João Mendes,Rodrigo Correia,Sampaio do Campo,2025-08,Ração Select 10kg,Entregue,VittaMais,Pagamento parcelado,CIF,de 61 à 120,"1046,182"
Lavínia Viana,Maria Ramos,Costela,2025-08,Semente Select 1kg,Entregue,VittaMais,Pagamento parcelado,CIF,de 61 à 120,"2615,455"
Ana Julia Moraes,Dra. Esther Marques,Fernandes,2025-08,Suplemento Premium 10kg,Entregue,VittaMais,Crédito Rural,CIF,de 31 à 60,"3408,529"
Dra. Isis Farias,Gabriel Mendonça,Correia Alegre,2025-08,Óleo Vegetal Refinado 250ml,Entregue,BlueFarm,Prazo,CIF,até 30,"7150,781"
Antony Cunha,Sra. Nicole Dias,Silveira,2025-08,Adubo Orgânico 1kg,A Entregar,NovaTech,Prazo,CIF,de 31 à 60,"113865,29"
Luigi Moraes,Benjamim Pereira,Aragão,2025-08,Semente Integral 500g,Entregue,SkyMarket,Prazo,CIF,de 31 à 60,"4322,307"
Fernanda Pires,Dr. Heitor da Rocha,Camargo da Serra,2025-08,Açúcar Extra 500g,Entregue,TerraForte,Pagamento parcelado,CIF,de 61 à 120,"10591,187"
Lavínia Lima,Vitor Hugo Rezende,da Mota de Costa,2025-08,Ração Extra 5L,Entregue,SkyMarket,Crédito Rural,CIF,de 31 à 60,"187,282"
Luana Duarte,Rhavi Pereira,Leão de Nunes,2025-08,Ração Refinado 10kg,Entregue,BioVida,Prazo,CIF,de 31 à 60,"35472,695"
Anthony Gabriel Pereira,Ravi Jesus,Aragão,2025-08,Farinha Integral 1L,Entregue,PrimeFood,Prazo,CIF,de 31 à 60,"13221,641"
Luiz Miguel Marques,Ana Julia Lopes,Garcia,2025-08,Soja Integral 25kg,Entregue,AgroPlus,Prazo,CIF,de 31 à 60,"6608,946"
Maria Luísa Albuquerque,Davi Luiz Sá,Aragão de Minas,2025-08,Soja Especial 1kg,Entregue,PrimeFood,Prazo,CIF,de 31 à 60,"3871,623"
Lorenzo Teixeira,Theo Brito,Jesus do Oeste,2025-08,Fertilizante Natural 5L,A Entregar,PrimeFood,Pagamento à vista,CIF,até 30,"21598,597"
Felipe Melo,Maya Melo,Moreira,2025-08,Óleo Vegetal Premium 5L,Entregue,BioVida,Prazo,CIF,mais que 180,"63836,79"
Allana Mendes,Sra. Joana Costela,Barbosa de Fogaça,2025-08,Fertilizante Select 10kg,Entregue,SmartAgro,Crédito Rural,CIF,de 31 à 60,"46825,083"
Eloah Oliveira,Lunna Nascimento,Azevedo,2025-08,Herbicida Tradicional 1L,Entregue,PrimeFood,Pagamento à vista,CIF,até 30,"28798,129"
Isadora Silva,Sra. Laís Abreu,Sampaio,2025-08,Herbicida Tradicional 250ml,Entregue,VittaMais,Crédito Rural,CIF,de 31 à 60,"23713,459"
Olívia Melo,Manuela Dias,Garcia,2025-08,Herbicida Natural 10kg,Entregue,TerraForte,Prazo,CIF,de 31 à 60,"7012,044"
Luísa da Conceição,Rafaela Alves,Nogueira,2025-08,Açúcar Extra 500g,Entregue,VittaMais,Crédito Rural,CIF,de 31 à 60,"9368,766"
Joana Porto,Felipe das Neves,Novaes,2025-08,Açúcar Especial 5L,A Entregar,TerraForte,Crédito Rural,CIF,de 31 à 60,"2243,292"
Rodrigo Alves,Benjamin Carvalho,Moura de Nogueira,2025-08,Inseticida Integral 25kg,Entregue,SmartAgro,Pagamento parcelado,CIF,mais que 180,"11185,43"
Erick Casa Grande,Sra. Cecília Cirino,Sousa,2025-08,Café Refinado 25kg,Entregue,VittaMais,Prazo,CIF,de 31 à 60,"2182,358"
Daniela Almeida,Sara Moura,Fogaça de Costa,2025-08,Suplemento Especial 25kg,Entregue,VittaMais,Prazo,CIF,de 31 à 60,"2249,854"
Pietro Lima,Dr. Lorenzo Brito,Fonseca,2025-08,Suplemento Natural 20kg,A Entregar,VittaMais,Pagamento à vista,CIF,até 30,"4800,813"
Luara Marques,Davi Lucca Leão,Garcia da Mata,2025-08,Inseticida Orgânico 500g,Entregue,TerraForte,Prazo,CIF,mais que 180,"22753,522"
Gabriela Araújo,Dra. Luara Santos,Cassiano de Alves,2025-08,Ração Extra 20kg,A Entregar,AgroPlus,Pagamento parcelado,CIF,de 121 à 180,"26264,231"
José Pedro Melo,Ana Cecília Melo,da Cunha,2025-08,Herbicida Orgânico 1L,Entregue,EcoLine,Crédito Rural,CIF,de 31 à 60,"19402,323"
Carlos Eduardo Garcia,Alícia Rezende,Nascimento de Minas,2025-08,Milho Integral 5L,A Entregar,VittaMais,Pagamento parcelado,CIF,de 61 à 120,"27583,208"
Thiago Cirino,Dr. Apollo Brito,Pinto de Carvalho,2025-08,Inseticida Natural 5L,Entregue,SkyMarket,Pagamento parcelado,CIF,de 61 à 120,"589,462"
Luiza Cassiano,Mateus Correia,Silva,2025-08,Café Tradicional 25kg,Entregue,TerraForte,Prazo,CIF,mais que 180,"4330,969"
Caio Montenegro,Ravi Lucca Sá,Melo do Amparo,2025-08,Produto Orgânico Especial 25kg,Entregue,BioVida,Prazo,CIF,de 31 à 60,"7450,766"
Josué Cavalcanti,Daniel Vieira,Brito do Amparo,2025-08,Soja Fortificado 500g,A Entregar,NovaTech,Pagamento parcelado,CIF,de 61 à 120,"115961,216"
Thomas Dias,Levi da Paz,Duarte,2025-08,Produto Orgânico Especial 10kg,Entregue,BlueFarm,Crédito Rural,CIF,de 31 à 60,"8169,399"
Maria Isis Mendonça,Isadora Lopes,Sá da Mata,2025-08,Feijão Natural 10kg,Entregue,SmartAgro,Prazo,CIF,de 31 à 60,"643,458"
Elisa Souza,Yasmin Carvalho,Castro,2025-08,Inseticida Integral 1kg,Entregue,VittaMais,Prazo,CIF,mais que 180,"5948,051"
Vinicius Rios,Davi Luiz Nascimento,Câmara de Pacheco,2025-09,Adubo Integral 500g,Entregue,SkyMarket,Crédito Rural,CIF,de 31 à 60,"6824,557"
Sra. Sarah Pereira,Emanuelly Rezende,Brito,2025-08,Arroz Natural 25kg,A Entregar,BlueFarm,Prazo,CIF,de 31 à 60,"1304,915"
Bernardo Martins,Nicolas Pinto,Duarte do Sul,2025-08,Suplemento Natural 500g,Entregue,SmartAgro,Prazo,CIF,de 31 à 60,"9389,39"
Sra. Alice Aparecida,João Nascimento,Azevedo,2025-08,Soja Premium 250ml,Entregue,PrimeFood,Prazo,CIF,de 31 à 60,"8879,423"
Dante Duarte,Sr. João Pedro Pereira,Fonseca de Minas,2025-08,Farinha Tradicional 10kg,Entregue,SkyMarket,Pagamento parcelado,CIF,de 61 à 120,"58614,317"
Levi Freitas,Heloisa da Paz,Caldeira,2025-08,Fertilizante Premium 1kg,Entregue,AgroPlus,Crédito Rural,CIF,de 31 à 60,"27448,217"
Ana Liz Azevedo,Murilo Alves,Alves da Serra,2025-08,Fertilizante Select 20kg,A Entregar,NovaTech,Pagamento parcelado,CIF,de 61 à 120,"24135,307"
Yasmin Campos,Davi Luiz Borges,Cavalcante,2025-08,Milho Premium 10kg,A Entregar,EcoLine,Prazo,CIF,de 61 à 120,"1664,892"
Yuri Fernandes,Levi Cardoso,Vieira dos Dourados,2025-08,Arroz Refinado 5L,A Entregar,SmartAgro,Prazo,CIF,de 61 à 120,"7214,531"
Davi Rezende,Theodoro Mendonça,Correia,2025-08,Ração Refinado 1L,Entregue,SmartAgro,Pagamento parcelado,CIF,de 61 à 120,"12814,792"
Valentim Moura,Dr. Liam Costa,Porto do Campo,2025-08,Herbicida Extra 1L,Entregue,AgroPlus,Pagamento parcelado,CIF,de 61 à 120,"24135,307"
Ana Beatriz Viana,Rafaela Leão,Barros,2025-08,Farinha Fortificado 250ml,A Entregar,PrimeFood,Pagamento parcelado,CIF,de 61 à 120,"22493,476"
Ana Julia Costela,Maria Sophia Campos,Barbosa Verde,2025-08,Inseticida Natural 250ml,Entregue,NovaTech,Crédito Rural,CIF,de 31 à 60,"6862,054"
Dr. Matteo Moura,Lunna Porto,Aragão de Albuquerque,2025-08,Fertilizante Select 500g,A Entregar,AgroPlus,Prazo,CIF,mais que 180,"44856,461"
Sabrina Pires,Mirella Cavalcante,Camargo,2025-08,Feijão Orgânico 1L,Entregue,AgroPlus,Crédito Rural,CIF,de 31 à 60,"1866,91"
Emanuel Sampaio,Valentim da Rocha,Aragão,2025-09,Semente Fortificado 5L,Entregue,AgroPlus,Prazo,CIF,até 30,"2437,342"
Dr. Kaique Mendonça,Carlos Eduardo Azevedo,Silva da Prata,2025-08,Farinha Refinado 1L,Entregue,SmartAgro,Prazo,CIF,de 31 à 60,"1288,041"
Maitê Melo,Sra. Olívia Santos,Rocha,2025-08,Café Especial 250ml,Entregue,PrimeFood,Prazo,CIF,mais que 180,"9623,75"
Maria Clara da Conceição,Letícia Rocha,Camargo das Flores,2025-08,Açúcar Orgânico 10kg,Entregue,TerraForte,Crédito Rural,CIF,de 31 à 60,"11392,135"
Dr. Vinicius Marques,Luara Vasconcelos,Nunes do Galho,2025-08,Arroz Fortificado 5L,Entregue,SmartAgro,Prazo,CIF,mais que 180,"4435,962"
Isabelly Vasconcelos,Dr. Emanuel Vasconcelos,Sá de Costa,2025-08,Fertilizante Orgânico 250ml,Entregue,SmartAgro,Prazo,CIF,mais que 180,"23154,746"
Dra. Ayla Viana,Ísis Cunha,Azevedo de Santos,2025-08,Arroz Fortificado 1L,A Entregar,SkyMarket,Prazo,CIF,mais que 180,"2015,494"
Rafael Sampaio,Catarina Ferreira,Sousa,2025-08,Ração Integral 5L,Entregue,BlueFarm,Pagamento parcelado,CIF,de 61 à 120,"13791,604"
Augusto Cassiano,Bella Santos,Castro,2025-08,Suplemento Refinado 500g,Entregue,AgroPlus,Prazo,CIF,de 31 à 60,"7894,175"
Davi Nunes,José Miguel Sousa,das Neves Paulista,2025-08,Milho Refinado 5L,Entregue,VittaMais,Prazo,CIF,mais que 180,"3224,79"
Bruna Castro,Bento Correia,Barbosa,2025-08,Feijão Orgânico 25kg,A Entregar,SmartAgro,Pagamento parcelado,CIF,de 61 à 120,"34479,01"
Sra. Antonella Pires,Cauê Teixeira,Machado,2025-08,Fertilizante Fortificado 250ml,Entregue,TerraForte,Pagamento parcelado,CIF,de 61 à 120,"13791,604"
Lorena das Neves,Kevin Cunha,Mendes da Serra,2025-08,Açúcar Natural 5L,Entregue,BioVida,Prazo,CIF,de 31 à 60,"3281,037"
Sra. Kamilly Casa Grande,Ester Barros,Barros,2025-08,Inseticida Extra 500g,Aprovação Filial,EcoLine,Crédito Rural,CIF,de 31 à 60,"13301,136"
Manuela Carvalho,Dra. Mirella Barbosa,Novaes do Amparo,2025-08,Suplemento Natural 250ml,Entregue,SmartAgro,Crédito Rural,CIF,de 31 à 60,"13301,136"
Davi Sousa,Natália Novais,Ferreira,2025-08,Feijão Refinado 500g,Entregue,NovaTech,Prazo,CIF,de 31 à 60,"658,487"
Beatriz Sampaio,Erick Brito,Borges,2025-08,Fertilizante Tradicional 1L,Entregue,SmartAgro,Prazo,CIF,de 31 à 60,"6548,95"
Kamilly Dias,Ana Lívia Duarte,Rios do Oeste,2025-08,Arroz Select 1kg,Entregue,SkyMarket,Prazo,CIF,de 31 à 60,"2528,273"
Sra. Juliana Freitas,Antônio Leão,da Mata de Silveira,2025-08,Café Refinado 20kg,Entregue,NovaTech,Pagamento à vista,CIF,até 30,"25348,353"
Dr. Davi Rodrigues,Lavínia Rios,Sales de Sales,2025-08,Arroz Orgânico 5L,Entregue,PrimeFood,Pagamento à vista,CIF,até 30,"5699,63"
Maria Isis Moura,Sra. Ana Júlia Sá,Mendonça de Rios,2025-08,Açúcar Tradicional 250ml,Entregue,SkyMarket,Crédito Rural,CIF,de 31 à 60,"5924,615"
Beatriz das Neves,Mariah Dias,da Cruz,2025-08,Suplemento Especial 1kg,Entregue,BlueFarm,Pagamento parcelado,CIF,de 61 à 120,"10321,204"
Calebe Cassiano,Isabella Lopes,Fonseca de Pinto,2025-08,Óleo Vegetal Refinado 1kg,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"10731,803"
Dra. Mariane Rios,Ana Laura Cavalcante,Martins de Cavalcanti,2025-08,Feijão Especial 10kg,Entregue,SkyMarket,Prazo,CIF,de 61 à 120,"23308,486"
Manuella da Paz,Olivia da Paz,Ramos,2025-08,Semente Orgânico 1kg,A Entregar,EcoLine,Prazo,CIF,até 30,"11554,406"
Rafael Teixeira,Isabela Jesus,Silveira,2025-09,Farinha Especial 1kg,Entregue,VittaMais,Pagamento à vista,CIF,até 30,"23623,465"
Ana Carolina Peixoto,Eduardo da Mota,Leão,2025-08,Milho Premium 10kg,Entregue,TerraForte,Prazo,CIF,de 31 à 60,"2707,699"
Maria Júlia Correia,Lucas Gabriel Mendes,Fonseca de Siqueira,2025-08,Óleo Vegetal Natural 500g,Entregue,PrimeFood,Prazo,CIF,até 30,"697,22"
Benjamin Mendes,Asafe Araújo,Macedo Paulista,2025-08,Adubo Integral 1kg,Entregue,TerraForte,Prazo,FOB,de 31 à 60,"1799,883"
Alícia Cavalcante,Ravy Pinto,Aparecida do Oeste,2025-08,Açúcar Especial 20kg,Entregue,SmartAgro,Prazo,CIF,de 61 à 120,"14764,666"
Cauê Ferreira,Bruna Santos,Carvalho de Ramos,2025-08,Milho Select 250ml,Entregue,EcoLine,Prazo,CIF,de 61 à 120,"4309,951"
André Machado,Maria Fernanda Brito,Fonseca,2025-08,Feijão Natural 1L,A Entregar,TerraForte,Prazo,CIF,de 61 à 120,"10609,111"
Maitê Pires,Sarah Rodrigues,Novais,2025-08,Farinha Extra 20kg,Entregue,PrimeFood,Prazo,CIF,mais que 180,"4724,693"
Dr. Isaque Pastor,Antony Marques,Barbosa,2025-08,Farinha Select 20kg,Entregue,EcoLine,Prazo,CIF,mais que 180,"7208,532"
Vitória das Neves,Maria Flor Lima,Cavalcanti,2025-08,Semente Natural 250ml,Entregue,BlueFarm,Crédito Rural,CIF,de 31 à 60,"20770,501"
Theodoro Guerra,Arthur Gabriel Caldeira,Alves,2025-08,Herbicida Extra 1kg,Entregue,VittaMais,Crédito Rural,CIF,de 31 à 60,"11834,231"
Antonella Costa,Mathias Caldeira,Nascimento,2025-08,Óleo Vegetal Especial 250ml,A Entregar,TerraForte,Prazo,FOB,de 31 à 60,"2021,869"
Pedro Miguel Silveira,Sr. Bernardo Pires,Monteiro do Campo,2025-08,Herbicida Natural 250ml,Entregue,SmartAgro,Prazo,CIF,de 61 à 120,"5845,87"
Noah Pinto,Evelyn Santos,Nunes da Mata,2025-08,Adubo Integral 20kg,Entregue,SmartAgro,Pagamento parcelado,CIF,de 61 à 120,"10343,703"
Evelyn Casa Grande,Alexandre Pires,Camargo do Oeste,2025-07,Óleo Vegetal Integral 20kg,Entregue,BlueFarm,Prazo,CIF,até 30,"5980,861"
Kaique Alves,Amanda Mendonça,Montenegro do Galho,2025-08,Suplemento Extra 500g,Novo,VittaMais,Prazo,CIF,mais que 180,"3776,192"
Sr. Oliver Pimenta,Mariana Moreira,Fernandes da Praia,2025-08,Açúcar Tradicional 1L,Entregue,AgroPlus,Crédito Rural,CIF,de 31 à 60,"12191,395"
Vinícius Ribeiro,Elisa da Costa,Moreira do Sul,2025-08,Soja Integral 20kg,Entregue,TerraForte,Crédito Rural,CIF,de 31 à 60,"7096,883"
Lívia Cirino,Dra. Laís Siqueira,Gomes da Prata,2025-07,Ração Orgânico 5L,Entregue,EcoLine,Prazo,CIF,até 30,"4463,148"
Sr. Rodrigo Leão,Ester Martins,Nunes,2025-08,Café Especial 1L,A Entregar,TerraForte,Prazo,FOB,de 31 à 60,"37497,564"
José Ribeiro,Ana Carolina Caldeira,Freitas da Serra,2025-07,Ração Especial 250ml,Entregue,PrimeFood,Prazo,CIF,até 30,"4349,717"
Ana Julia Cirino,Laís Lima,Jesus,2025-07,Ração Especial 500g,Entregue,PrimeFood,Prazo,CIF,até 30,"5079,045"
Srta. Vitória Mendes,Evelyn Pinto,Pastor de da Costa,2025-09,Semente Select 25kg,Entregue,VittaMais,Prazo,CIF,até 30,"4908,431"
Heloisa Azevedo,Aurora Aragão,Andrade,2025-08,Soja Orgânico 10kg,Entregue,SkyMarket,Pagamento à vista,CIF,até 30,"5107,759"
Milena Gonçalves,Theodoro Fernandes,Andrade,2025-08,Inseticida Refinado 20kg,Entregue,SmartAgro,Pagamento à vista,CIF,até 30,"15323,276"
Thomas Nunes,Ana Luiza Cardoso,Dias,2025-08,Arroz Especial 25kg,Entregue,VittaMais,Prazo,CIF,mais que 180,"18388,055"
Davi Lucas Oliveira,Gustavo Cirino,Costa,2025-08,Fertilizante Tradicional 250ml,Entregue,VittaMais,Prazo,CIF,mais que 180,"21845,612"
Breno Mendonça,Bento Lima,Rocha das Pedras,2025-08,Fertilizante Orgânico 500g,Entregue,SkyMarket,Prazo,CIF,de 121 à 180,"5638,696"
Sr. Kaique Cirino,Enrico Gomes,Rodrigues dos Dourados,2025-08,Fertilizante Especial 20kg,Entregue,NovaTech,Crédito Rural,CIF,de 31 à 60,"5972,987"
Sr. Kaique Cassiano,Sara Santos,Vargas dos Dourados,2025-08,Produto Orgânico Natural 10kg,Entregue,EcoLine,Pagamento à vista,CIF,até 30,"47269,429"
Erick Correia,Levi Cirino,da Mota,2025-08,Suplemento Tradicional 25kg,Entregue,SkyMarket,Prazo,CIF,de 121 à 180,"11999,22"
Gabrielly Siqueira,Sra. Maria Luiza Pacheco,Leão,2025-08,Açúcar Select 1kg,Entregue,NovaTech,Prazo,CIF,de 31 à 60,"11654,243"
Lunna Pastor,Eduarda Cassiano,da Rocha da Serra,2025-08,Café Tradicional 500g,Entregue,SmartAgro,Prazo,CIF,de 31 à 60,"5249,659"
Olívia da Luz,Josué Sousa,Cavalcante,2025-08,Ração Integral 5L,Entregue,SkyMarket,Prazo,CIF,de 31 à 60,"13049,152"
Aylla Rocha,Srta. Maria Luiza Cirino,da Luz Verde,2025-08,Arroz Refinado 1L,Entregue,SmartAgro,Prazo,CIF,de 31 à 60,"1860,779"
Luiza Fogaça,Calebe Novaes,Silva,2025-09,Produto Orgânico Select 10kg,Entregue,EcoLine,Prazo,CIF,até 30,"3517,271"
Dr. Emanuel Freitas,Melina Gonçalves,da Conceição,2025-08,Farinha Especial 1kg,Entregue,PrimeFood,Prazo,CIF,de 31 à 60,"10025,911"
Isaque Nogueira,Theo Correia,Correia dos Dourados,2025-08,Soja Fortificado 250ml,Entregue,NovaTech,Prazo,CIF,de 31 à 60,"3281,037"
Isabella Nogueira,Giovanna Barbosa,Aragão de Cavalcanti,2025-09,Ração Natural 250ml,Entregue,EcoLine,Crédito Rural,CIF,de 31 à 60,"8211,966"
Dra. Maria Julia Abreu,Maria Isis Gonçalves,Câmara,2025-09,Óleo Vegetal Tradicional 5L,Entregue,NovaTech,Crédito Rural,CIF,de 31 à 60,"7283,902"
Ester Guerra,Gustavo da Conceição,Andrade,2025-09,Adubo Refinado 25kg,Entregue,PrimeFood,Crédito Rural,CIF,de 31 à 60,"10010,35"
Sr. Isaque da Luz,Srta. Maria Liz Sá,Machado de Macedo,2025-08,Herbicida Premium 5L,Entregue,BioVida,Crédito Rural,CIF,de 31 à 60,"1525,682"
Luara da Mota,Maria Julia Aragão,Andrade Verde,2025-08,Herbicida Premium 250ml,Entregue,AgroPlus,Prazo,CIF,de 31 à 60,"6462,705"
Bernardo Oliveira,Francisco da Costa,Jesus,2025-08,Herbicida Extra 5L,Entregue,NovaTech,Pagamento à vista,CIF,até 30,"1331,164"
Esther Ferreira,Raquel Castro,Costa do Oeste,2025-08,Açúcar Refinado 500g,A Entregar,EcoLine,Pagamento à vista,CIF,até 30,"1498,59"
Sr. Miguel Carvalho,Sr. João Guilherme Duarte,Rocha,2025-08,Produto Orgânico Natural 10kg,Entregue,PrimeFood,Prazo,CIF,de 31 à 60,"4412,878"
Dr. Theo Mendes,Liam Guerra,Moreira,2025-08,Adubo Fortificado 500g,Entregue,NovaTech,Prazo,CIF,de 31 à 60,"4035,675"
Julia da Costa,Emanuelly Aragão,Pimenta,2025-08,Suplemento Especial 10kg,Entregue,BlueFarm,Prazo,CIF,de 61 à 120,"9125,97"
Lucca Montenegro,Nicolas Novaes,Cavalcanti de Cassiano,2025-08,Milho Extra 5L,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"3924,12"
Maria Alice Macedo,Bianca Andrade,Castro,2025-08,Herbicida Especial 20kg,Entregue,NovaTech,Prazo,CIF,de 31 à 60,"2249,854"
Sofia Siqueira,Sr. Theodoro Santos,Viana Paulista,2025-08,Açúcar Fortificado 1kg,Entregue,SmartAgro,Prazo,CIF,de 31 à 60,"2070,428"
Marcela Caldeira,Dr. Vitor Cassiano,Cavalcanti Verde,2025-08,Adubo Tradicional 10kg,Entregue,SmartAgro,Prazo,CIF,de 61 à 120,"16789,534"
Dra. Lunna da Rocha,Francisco Carvalho,Souza de Aragão,2025-08,Óleo Vegetal Especial 10kg,Entregue,EcoLine,Prazo,CIF,de 61 à 120,"8394,767"
João Vitor Castro,Lorena Fogaça,das Neves,2025-08,Inseticida Integral 20kg,Entregue,VittaMais,Pagamento à vista,CIF,até 30,"3838,813"
Maria Helena Guerra,Isabela Moraes,Pires da Serra,2025-08,Café Integral 1L,Entregue,VittaMais,Crédito Rural,CIF,de 31 à 60,"13423,19"
Theo da Luz,Dr. Mathias Abreu,Garcia,2025-08,Ração Orgânico 25kg,Entregue,BioVida,Crédito Rural,CIF,de 31 à 60,"4645,948"
